year,position,driver_1,driver_2,constructor
1995,1000,Tooheys 1000 Mount Panorama,Bathurst 4th October,Tooheys 1000 Mount Panorama Bathurst 4th October 1995 Number of Laps: 161 Total Race Time: 6:20:32.4766 Fastest lap: Craig Lowndes 2:14.3239 (166.51 km/h) on lap 8 Please Note: You can sort this listing by simply clicking on the column heading PLACE DRIVER / CO DRIVER(S) VEHICLE TEAM LAPS QUALIFYING FASTEST 1 Larry Perkins / Russell Ingall Commodore VR Castrol Perkins Racing 161 0:2:12.4759 0:2:14.6969 2 Alan Jones / Allan Grice Falcon EF Peter Jackson Racing 161 0:2:12.7075 0:2:14.5140 3 Wayne Gardner / Neil Crompton Commodore VR Coca-Cola Racing 161 0:2:12.5422 0:2:15.2020 4 Anders Olofsson / Steven Richards Commodore VR Winfield Racing 161 0:2:14.7274 0:2:15.3268 5 Brad Jones / Win Percy Commodore VR Coca-Cola Racing 161 0:2:13.4106 0:2:16.2481 6 Tony Scott / John Cleland Commodore VR Pinnacle Motorsport 158 0:2:14.1913 0:2:16.5504 7 Charles O'Brien / Steven Johnson Falcon EF Shell FAI Racing 158 0:2:13.1149 0:2:15.3689 8 Kevin Waldock / Mark McLaughlin Falcon EF Playscape Racing 152 0:2:17.2654 0:2:19.824 9 Tony Longhurst / Wayne Park Falcon EF Castrol Longhurst Ford 149 0:2:13.8883 0:2:15.7178 10 Bill O'Brien / Brian Callaghan / Ron Barnacle Commodore VL Everlast Automotive 149 0:2:21.7459 0:2:22.8808 11 Scotty Taylor / Stephen Bell / Roger Hurd Commodore VP Xerox Shop 146 0:2:22.1230 0:2:25.9156 12 Kevin Heffernan / Stephen Voight Commodore VP Price Attack Racing 144 0:2:18.261 0:2:19.8580 13 Edwin Lamont / Graham Gulson Commodore VP Ed Lamont 143 0:2:17.4759 0:2:21.2950 14 David Attard / Greg Crick Commodore VP Alcair Airconditioning 130 0:2:14.2333 0:2:17.4293 15 Wayne Russell / Richard Shaw Commodore VP Roadchill/Union Steel 129 0:2:21.3122 0:2:25.3047 16 Mark Poole / Ed Ordynski / Bernie Stack Commodore VP John Deere 136 0:2:17.4758 0:2:18.6619 DNF Mark Skaife / Jim Richards Commodore VR Winfield Racing DNF 0:2:12.4759 0:2:14.6969 DNF Steve Reed / Trevor Ashby Commodore VP Lansvale Smash Repairs DNF not available not available DNF Peter Brock / Tomas Mezera Commodore VR Holden Racing Team DNF 0:2:12.4759 not available DNF Andrew Miedecke / Mark Noske Falcon EB Allan Moffat Enterprises DNF not available not available DNF Mark Larkham / Warrick Rooklyn Falcon EF Mitre 10 Racing DNF not available not available DNF John Cotter / Peter Doulman Commodore VP M3 Motorsport DNF not available not available DNF Craig Lowndes / Greg Murphy Commodore VR Holden Racing Team DNF not available not available DNF Dick Johnson / John Bowe Falcon EF Shell FAI Racing DNF not available not available DNF Ian Palmer / Brett Peters Commodore VR Palmer Promotions DNF not available not available DNF Paul Romano / Troy Dunstan Commodore VP Romano Racing DNF not available not available DNF Terry Finnigan / Peter Gazzard Commodore VP Sony Autosound DNF not available not available DNF Glenn Seton / David Parsons Falcon EF Peter Jackson Racing DNF not available not available DNF Bob Pearson / Bruce Stewart Commodore VP Pro-Duct Motorsports DNF not available not available DNF Neil Schembri / Graham Moore Commodore VR Merlin Motorsport DNF not available not available DNF David Parsons / Rodney Crick Commodore VR David Parsons DNF not available not available DNF Peter McCloud / Ryan McCloud Commodore VR Parker Enzed DNF not available not available
1995,1000,Tooheys 1000 Mount Panorama,Bathurst 4th October,Tooheys 1000 Mount Panorama Bathurst 4th October 1995 Number of Laps: 161 Total Race Time: 6:20:32.4766 Fastest lap: Craig Lowndes 2:14.3239 (166.51 km/h) on lap 8 Please Note: You can sort this listing by simply clicking on the column heading PLACE DRIVER / CO DRIVER(S) VEHICLE TEAM LAPS QUALIFYING FASTEST 1 Larry Perkins / Russell Ingall Commodore VR Castrol Perkins Racing 161 0:2:12.4759 0:2:14.6969 2 Alan Jones / Allan Grice Falcon EF Peter Jackson Racing 161 0:2:12.7075 0:2:14.5140 3 Wayne Gardner / Neil Crompton Commodore VR Coca-Cola Racing 161 0:2:12.5422 0:2:15.2020 4 Anders Olofsson / Steven Richards Commodore VR Winfield Racing 161 0:2:14.7274 0:2:15.3268 5 Brad Jones / Win Percy Commodore VR Coca-Cola Racing 161 0:2:13.4106 0:2:16.2481 6 Tony Scott / John Cleland Commodore VR Pinnacle Motorsport 158 0:2:14.1913 0:2:16.5504 7 Charles O'Brien / Steven Johnson Falcon EF Shell FAI Racing 158 0:2:13.1149 0:2:15.3689 8 Kevin Waldock / Mark McLaughlin Falcon EF Playscape Racing 152 0:2:17.2654 0:2:19.824 9 Tony Longhurst / Wayne Park Falcon EF Castrol Longhurst Ford 149 0:2:13.8883 0:2:15.7178 10 Bill O'Brien / Brian Callaghan / Ron Barnacle Commodore VL Everlast Automotive 149 0:2:21.7459 0:2:22.8808 11 Scotty Taylor / Stephen Bell / Roger Hurd Commodore VP Xerox Shop 146 0:2:22.1230 0:2:25.9156 12 Kevin Heffernan / Stephen Voight Commodore VP Price Attack Racing 144 0:2:18.261 0:2:19.8580 13 Edwin Lamont / Graham Gulson Commodore VP Ed Lamont 143 0:2:17.4759 0:2:21.2950 14 David Attard / Greg Crick Commodore VP Alcair Airconditioning 130 0:2:14.2333 0:2:17.4293 15 Wayne Russell / Richard Shaw Commodore VP Roadchill/Union Steel 129 0:2:21.3122 0:2:25.3047 16 Mark Poole / Ed Ordynski / Bernie Stack Commodore VP John Deere 136 0:2:17.4758 0:2:18.6619 DNF Mark Skaife / Jim Richards Commodore VR Winfield Racing DNF 0:2:12.4759 0:2:14.6969 DNF Steve Reed / Trevor Ashby Commodore VP Lansvale Smash Repairs DNF not available not available DNF Peter Brock / Tomas Mezera Commodore VR Holden Racing Team DNF 0:2:12.4759 not available DNF Andrew Miedecke / Mark Noske Falcon EB Allan Moffat Enterprises DNF not available not available DNF Mark Larkham / Warrick Rooklyn Falcon EF Mitre 10 Racing DNF not available not available DNF John Cotter / Peter Doulman Commodore VP M3 Motorsport DNF not available not available DNF Craig Lowndes / Greg Murphy Commodore VR Holden Racing Team DNF not available not available DNF Dick Johnson / John Bowe Falcon EF Shell FAI Racing DNF not available not available DNF Ian Palmer / Brett Peters Commodore VR Palmer Promotions DNF not available not available DNF Paul Romano / Troy Dunstan Commodore VP Romano Racing DNF not available not available DNF Terry Finnigan / Peter Gazzard Commodore VP Sony Autosound DNF not available not available DNF Glenn Seton / David Parsons Falcon EF Peter Jackson Racing DNF not available not available DNF Bob Pearson / Bruce Stewart Commodore VP Pro-Duct Motorsports DNF not available not available DNF Neil Schembri / Graham Moore Commodore VR Merlin Motorsport DNF not available not available DNF David Parsons / Rodney Crick Commodore VR David Parsons DNF not available not available DNF Peter McCloud / Ryan McCloud Commodore VR Parker Enzed DNF not available not available
1995,1000,Tooheys 1000 Mount Panorama,Bathurst 4th October,Tooheys 1000 Mount Panorama Bathurst 4th October 1995
1995,1000,Tooheys 1000 Mount Panorama,Bathurst 4th October,Number of Laps: 161 Total Race Time: 6:20:32.4766 Fastest lap: Craig Lowndes 2:14.3239 (166.51 km/h) on lap 8
1996,1,Craig Lowndes,Greg Murphy,Commodore VR
1996,2,Dick Johnson,John Bowe,Falcon EF
1996,3,Tony Longhurst,Steven Ellery,Falcon EF
1996,4,Wayne Gardner,Neil Crompton,Commodore VR
1996,5,Peter Brock,Tomas Mezera,Commodore VR
1996,6,Larry Perkins,Russell Ingall,Commodore VP
1996,7,Mark Skaife,John Cleland,Commodore VR
1996,8,Steven Johnson,Tom Kendall,Falcon EF
1996,9,Gary Waldon,Mark Noske,Commodore VR
1996,10,Klaus Niedzwiedz,Ken Douglas,Falcon EB
1996,11,Paul Romano,Andrew Miedecke,Falcon EF
1996,12,Max Dumesny,Kerry Baily,Falcon EF
1996,13,Peter Doulman,John Cotter,Commodore VP
1996,14,Chris Smerdon,Kevin Weeks,Commodore VR
1996,15,Glenn Seton,David Parsons,Falcon EF
1996,16,Ian Palmer,Brett Peters,Commodore VP
1996,17,Bill O'Brien,Brian Callaghan JR,Commodore VR
1996,18,Scotty Taylor,Stephen Bell,Commodore VP
1996,19,Mike Conway,Miles Pope,Commodore VP
1996,20,Mark Poole,Peter Gazzard,Commodore VR
1996,21,Steve Reed,Trevor Ashby,Commodore VP
1996,22,Garry Willmington,Bill Sieders,Falcon EB
1996,1000,AMP Bathurst 1000 Mount Panorama,Bathurst 6th October,AMP Bathurst 1000 Mount Panorama Bathurst 6th October 1996 Number of Laps: 161 Total Race Time: 7:9:28.3584 Fastest lap: Craig Lowndes 2:13.1636s (167.96 km/h) on lap 149 Please Note: You can sort this listing by simply clicking on the column heading PLACE DRIVER / CO DRIVER(S) VEHICLE TEAM LAPS QUALIFYING FASTEST 1 Craig Lowndes / Greg Murphy Commodore VR Holden Racing Team 161 0:2:11.4000 0:2:13.1636 2 Dick Johnson / John Bowe Falcon EF Shell FAI Racing 161 0:2:12.4699 0:2:14.6447 3 Tony Longhurst / Steven Ellery Falcon EF Castrol Longhurst Ford 161 0:2:12.3157 0:2:14.7718 4 Wayne Gardner / Neil Crompton Commodore VR Coca-Cola Racing 160 0:2:12.783 0:2:14.2101 5 Peter Brock / Tomas Mezera Commodore VR Holden Racing Team 160 0:2:11.8164 0:2:14.582 6 Larry Perkins / Russell Ingall Commodore VP Castrol Perkins Racing 160 0:2:12.3123 0:2:14.1130 7 Mark Skaife / John Cleland Commodore VR Gibson Motor Sport 159 0:2:12.3485 0:2:14.1945 8 Steven Johnson / Tom Kendall Falcon EF Shell FAI Racing 158 0:2:13.437 0:2:15.6984 9 Gary Waldon / Mark Noske Commodore VR Gibson Team Sega 158 0:2:15.6315 0:2:16.4177 10 Klaus Niedzwiedz / Ken Douglas Falcon EB Allan Moffat Enterprises 157 0:2:17.2706 0:2:18.4132 11 Paul Romano / Andrew Miedecke Falcon EF Pack Leader Racing 156 0:2:13.6574 0:2:14.2443 12 Max Dumesny / Kerry Baily Falcon EF Valvoline/Autopro/JSR 156 0:2:16.5170 0:2:58.1000 13 Peter Doulman / John Cotter Commodore VP M3 Motorsport 154 0:2:15.9259 0:2:18.9398 14 Chris Smerdon / Kevin Weeks / Adam Kaplan Commodore VR Chris Smerdon 154 0:2:18.8896 0:22:19.9651 15 Glenn Seton / David Parsons Falcon EF Ford Credit Racing 152 0:2:11.1600 0:2:13.3401 16 Ian Palmer / Brett Peters Commodore VP Palmer Promotions 151 0:2:20.2693 0:2:20.773 17 Bill O'Brien / Brian Callaghan JR / Ron Barnacle Commodore VR Everlast Automotive Service 150 0:2:19.8463 0:2:21.5980 18 Scotty Taylor / Stephen Bell / Bill Attard Commodore VP The Xerox Shop 146 0:2:22.6742 0:2:27.5560 19 Mike Conway / Miles Pope Commodore VP Mike Conway 142 0:2:23.1387 0:2:26.6422 20 Mark Poole / Peter Gazzard Commodore VR Mark Poole Motorsport 141 0:2:16.2511 0:2:18.5590 21 Steve Reed / Trevor Ashby Commodore VP Lansvale Smash Repairs 126 0:2:14.4100 0:2:17.115 22 Garry Willmington / Bill Sieders Falcon EB Garry Willmington 124 0:2:25.8216 0:2:58.100 DNF Brad Jones / Tony Scott Commodore VR Coca-Cola DNF 0:2:11.4000 0:2:13.1636 DNF Mark Larkham / Cameron McConville Falcon EF Mitre 10 Racing DNF not available not available DNF Terry Finnigan / Stuart McColl Commodore VR Terry Finnigan DNF not available not available DNF Kevin Waldock / Wayne Park Falcon EL Playscape/Team Komatsu DNF not available not available DNF Steven Richards / Jim Richards / Garry Rogers Commodore VR Valvoline/Cummins DNF not available not available DNF Mal Rose / Terry Shiel Commodore VR Mal Rose DNF not available not available DNF John Faulkner / Steve Harrington Commodore VR Betta Electrical/Fisher Paykel DNF not available not available DNF John Trimbole / David Attard Ford Falcon EB Daily Planet Melbourne DNF not available not available DNF Greg Crick / David Parsons Commodore VR Alcair Airconditioning DNF not available not available DNF Peter McLeod / Ryan McLeod Commodore VR Enzed DNF not available not available DNF Wayne Russell / Rick Shaw Commodore VP Nokia/Union Steel DNF not available not available DNF Alan Jones / Allan Grice Falcon EF Pack Leader Racing DNF not available not available
1996,1000,AMP Bathurst 1000 Mount Panorama,Bathurst 6th October,AMP Bathurst 1000 Mount Panorama Bathurst 6th October 1996 Number of Laps: 161 Total Race Time: 7:9:28.3584 Fastest lap: Craig Lowndes 2:13.1636s (167.96 km/h) on lap 149 Please Note: You can sort this listing by simply clicking on the column heading PLACE DRIVER / CO DRIVER(S) VEHICLE TEAM LAPS QUALIFYING FASTEST 1 Craig Lowndes / Greg Murphy Commodore VR Holden Racing Team 161 0:2:11.4000 0:2:13.1636 2 Dick Johnson / John Bowe Falcon EF Shell FAI Racing 161 0:2:12.4699 0:2:14.6447 3 Tony Longhurst / Steven Ellery Falcon EF Castrol Longhurst Ford 161 0:2:12.3157 0:2:14.7718 4 Wayne Gardner / Neil Crompton Commodore VR Coca-Cola Racing 160 0:2:12.783 0:2:14.2101 5 Peter Brock / Tomas Mezera Commodore VR Holden Racing Team 160 0:2:11.8164 0:2:14.582 6 Larry Perkins / Russell Ingall Commodore VP Castrol Perkins Racing 160 0:2:12.3123 0:2:14.1130 7 Mark Skaife / John Cleland Commodore VR Gibson Motor Sport 159 0:2:12.3485 0:2:14.1945 8 Steven Johnson / Tom Kendall Falcon EF Shell FAI Racing 158 0:2:13.437 0:2:15.6984 9 Gary Waldon / Mark Noske Commodore VR Gibson Team Sega 158 0:2:15.6315 0:2:16.4177 10 Klaus Niedzwiedz / Ken Douglas Falcon EB Allan Moffat Enterprises 157 0:2:17.2706 0:2:18.4132 11 Paul Romano / Andrew Miedecke Falcon EF Pack Leader Racing 156 0:2:13.6574 0:2:14.2443 12 Max Dumesny / Kerry Baily Falcon EF Valvoline/Autopro/JSR 156 0:2:16.5170 0:2:58.1000 13 Peter Doulman / John Cotter Commodore VP M3 Motorsport 154 0:2:15.9259 0:2:18.9398 14 Chris Smerdon / Kevin Weeks / Adam Kaplan Commodore VR Chris Smerdon 154 0:2:18.8896 0:22:19.9651 15 Glenn Seton / David Parsons Falcon EF Ford Credit Racing 152 0:2:11.1600 0:2:13.3401 16 Ian Palmer / Brett Peters Commodore VP Palmer Promotions 151 0:2:20.2693 0:2:20.773 17 Bill O'Brien / Brian Callaghan JR / Ron Barnacle Commodore VR Everlast Automotive Service 150 0:2:19.8463 0:2:21.5980 18 Scotty Taylor / Stephen Bell / Bill Attard Commodore VP The Xerox Shop 146 0:2:22.6742 0:2:27.5560 19 Mike Conway / Miles Pope Commodore VP Mike Conway 142 0:2:23.1387 0:2:26.6422 20 Mark Poole / Peter Gazzard Commodore VR Mark Poole Motorsport 141 0:2:16.2511 0:2:18.5590 21 Steve Reed / Trevor Ashby Commodore VP Lansvale Smash Repairs 126 0:2:14.4100 0:2:17.115 22 Garry Willmington / Bill Sieders Falcon EB Garry Willmington 124 0:2:25.8216 0:2:58.100 DNF Brad Jones / Tony Scott Commodore VR Coca-Cola DNF 0:2:11.4000 0:2:13.1636 DNF Mark Larkham / Cameron McConville Falcon EF Mitre 10 Racing DNF not available not available DNF Terry Finnigan / Stuart McColl Commodore VR Terry Finnigan DNF not available not available DNF Kevin Waldock / Wayne Park Falcon EL Playscape/Team Komatsu DNF not available not available DNF Steven Richards / Jim Richards / Garry Rogers Commodore VR Valvoline/Cummins DNF not available not available DNF Mal Rose / Terry Shiel Commodore VR Mal Rose DNF not available not available DNF John Faulkner / Steve Harrington Commodore VR Betta Electrical/Fisher Paykel DNF not available not available DNF John Trimbole / David Attard Ford Falcon EB Daily Planet Melbourne DNF not available not available DNF Greg Crick / David Parsons Commodore VR Alcair Airconditioning DNF not available not available DNF Peter McLeod / Ryan McLeod Commodore VR Enzed DNF not available not available DNF Wayne Russell / Rick Shaw Commodore VP Nokia/Union Steel DNF not available not available DNF Alan Jones / Allan Grice Falcon EF Pack Leader Racing DNF not available not available
1996,1000,AMP Bathurst 1000 Mount Panorama,Bathurst 6th October,AMP Bathurst 1000 Mount Panorama Bathurst 6th October 1996
1996,1000,AMP Bathurst 1000 Mount Panorama,Bathurst 6th October,Number of Laps: 161 Total Race Time: 7:9:28.3584 Fastest lap: Craig Lowndes 2:13.1636s (167.96 km/h) on lap 149
1997,1,Larry Perkins,Russell Ingall,Commodore VS
1997,2,Steven Richards,Jim Richards,Commodore VS
1997,3,Mark Larkham,Andrew Miedecke,Falcon EL
1997,4,Steven Johnson,Craig Baird,Falcon EL
1997,5,John Faulkner,Win Percy,Commodore VS
1997,6,Darren Hossack,Steven Ellery,Commodore VS
1997,7,Malcolm Stenniken,Peter Gazzard,Commodore VS
1997,8,Trevor Ashby,Trevor Reed,Commodore VS
1997,9,Neil Schembri,Ian Luff,Commodore VS
1997,10,Terry Finnigan,Terry Shiel,Commodore VS
1997,11,Alan Jones,Scott Pruett,Falcon EL
1997,12,Melinda Price,Kerryn Brewer,Commodore VS
1997,13,Mal Rose,Kevin Burton,Commodore VS
1997,14,Greg Crick,Peter Fitzgerald,Commodore VS
1997,15,Ian Palmer,John English,Commodore VS
1997,16,Brian Walden,Steve Williams,Commodore VP
1997,17,Chris Smerdon,Charlie Cox,Commodore VS
1997,18,John Cotter,Peter Doulman,Commodore VP
1997,19,Kevin Heffernan,Danny Osborne,Commodore VS
1997,1000,Primus 1000 Classic Mount Panorama,Bathurst 19th October,Primus 1000 Classic Mount Panorama Bathurst 19th October 1997 Number of Laps: 161 Total Race Time: 6:21:55.5483 Please Note: You can sort this listing by simply clicking on the column heading PLACE DRIVER / CO DRIVER(S) VEHICLE TEAM LAPS QUALIFYING FASTEST 1 Larry Perkins/ Russell Ingall Commodore VS Castrol Perkins Holden 161 0:2:11.826 0:2:12.3398 2 Steven Richards / Jim Richards Commodore VS Team Valvoline/Cummins 161 0:2:12.4954 0:2:13.2244 3 Mark Larkham / Andrew Miedecke Falcon EL Mitre 10 Racing 161 0:2:12.8948 0:2:13.7447 4 Steven Johnson / Craig Baird Falcon EL Shell Helix Racing 158 0:2:11.6200 not available 5 John Faulkner / Win Percy Commodore VS Betta Electrical/Fisher & Paykel 154 0:2:11.4114 0:2:13.4080 6 Darren Hossack / Steven Ellery Commodore VS Gibson Motor Sport 154 0:2:14.5071 0:2:14.7149 7 Malcolm Stenniken / Peter Gazzard Commodore VS Malcolm Stenniken 154 0:2:19.7163 0:2:18.8104 8 Trevor Ashby / Trevor Reed Commodore VS Lansvale Smash Repairs 153 0:2:14.6324 0:2:16.1507 9 Neil Schembri / Ian Luff Commodore VS Neil Schembri 153 0:2:19.3623 0:2:19.5417 10 Terry Finnigan / Terry Shiel Commodore VS Sony Autosound 153 0:2:14.5292 0:2:15.1997 11 Alan Jones / Scott Pruett / Jason Bright Falcon EL Alan Jones Racing 152 0:2:11.2317 0:2:12.7286 12 Melinda Price / Kerryn Brewer Commodore VS Castrol Cougars 152 not available 0:2:19.7808 13 Mal Rose / Kevin Burton Commodore VS Fairfax Community Newspaper 150 0:2:18.1344 0:2:19.9930 14 Greg Crick / Peter Fitzgerald Commodore VS Alcair Airconditioning 150 0:2:14.2786 0:2:14.5601 15 Ian Palmer / John English Commodore VS Palmer Promotions 146 0:2:22.5450 0:2:21.1893 16 Brian Walden / Steve Williams Commodore VP Brian Walden 144 0:2:23.7925 0:2:23.3848 17 Chris Smerdon / Charlie Cox Commodore VS Chris Smerdon 143 0:2:17.8320 0:2:17.7393 18 John Cotter / Peter Doulman Commodore VP M3 Motorsport 139 0:2:15.4359 0:2:17.5282 19 Kevin Heffernan / Danny Osborne Commodore VS Pace Racing 135 0:2:17.2177 0:2:17.7370 DNF Glenn Seton / David Parsons Falcon EL Ford Credit Racing DNF 0:2:11.826 0:2:12.3398 DNF Paul Stokell / Anthony Tratt / Peter Bradbury Commodore VS Wayne Gardner Racing DNF not available not available DNF Peter Brock / Mark Skaife Commodore VS Mobil Holden Dealer Team DNF not available not available DNF Wayne Gardner / Neil Crompton Commodore VS Wayne Gardner Racing DNF not available not available DNF Bruce Williams / Paul Gover Commodore VS Simoco Pacific DNF not available not available DNF Ryan McLeod / Darren Pate Commodore VR Oamps DNF not available not available DNF Greg Murphy / Craig Lowndes Commodore VS Mobil Holden Dealer Team DNF not available not available DNF Dick Johnson / John Bowe Falcon EL Shell Helix Racing DNF not available not available DNF Ray Hislop / Tim Briggs Falcon EF Ray Hislop Motorsport DNF not available not available DNF Paul Romano / Allan Grice Commodore VS Romano Racing DNF not available not available DNF Tony Longhurst / Charlie O'Brien Falcon EL Castrol Longhurst Ford DNF not available not available DNF Kevin Waldock / John Smith Falcon EF CBS Mining Race Team DNF not available not available DNF Bob Pearson / Allan McCarthy Commodore VS Pro-Duct Motorsport DNF not available not available DNF Scotty Taylor / Bill Attard / Stephen Bell Commodore VP Xerox Shop DNF not available not available DNF Mark Poole / Tony Scott Commodore VS Gawler SA DNF not available not available DNF Michael Hart / Peter Lawrence Commodore VR SMC Pneumatics DNF not available not available DNF Garry Willmington / Bill Seiders Commodore VR Garry Willmington DNF not available not available DNF John Trimbole / Tomas Mezera Commodore VS CDB Bottle Magic DNF not available not available DNF Bill O'Brien / Brian Callaghan / Ron Barnacle Commodore VR Everlast Automotive DNF not available not available DNF Wayne Russell / Rick Shaw Commodore VS Union Steel DNF not available not available DNF Mike Conway / Gavin Monaghan Falcon EB Cadillac Productions DNF not available not available DNF Jason Bargwanna / Mark Noske Commodore VS Holden Racing Team DNF not available not available
1997,1000,Primus 1000 Classic Mount Panorama,Bathurst 19th October,Primus 1000 Classic Mount Panorama Bathurst 19th October 1997 Number of Laps: 161 Total Race Time: 6:21:55.5483 Please Note: You can sort this listing by simply clicking on the column heading PLACE DRIVER / CO DRIVER(S) VEHICLE TEAM LAPS QUALIFYING FASTEST 1 Larry Perkins/ Russell Ingall Commodore VS Castrol Perkins Holden 161 0:2:11.826 0:2:12.3398 2 Steven Richards / Jim Richards Commodore VS Team Valvoline/Cummins 161 0:2:12.4954 0:2:13.2244 3 Mark Larkham / Andrew Miedecke Falcon EL Mitre 10 Racing 161 0:2:12.8948 0:2:13.7447 4 Steven Johnson / Craig Baird Falcon EL Shell Helix Racing 158 0:2:11.6200 not available 5 John Faulkner / Win Percy Commodore VS Betta Electrical/Fisher & Paykel 154 0:2:11.4114 0:2:13.4080 6 Darren Hossack / Steven Ellery Commodore VS Gibson Motor Sport 154 0:2:14.5071 0:2:14.7149 7 Malcolm Stenniken / Peter Gazzard Commodore VS Malcolm Stenniken 154 0:2:19.7163 0:2:18.8104 8 Trevor Ashby / Trevor Reed Commodore VS Lansvale Smash Repairs 153 0:2:14.6324 0:2:16.1507 9 Neil Schembri / Ian Luff Commodore VS Neil Schembri 153 0:2:19.3623 0:2:19.5417 10 Terry Finnigan / Terry Shiel Commodore VS Sony Autosound 153 0:2:14.5292 0:2:15.1997 11 Alan Jones / Scott Pruett / Jason Bright Falcon EL Alan Jones Racing 152 0:2:11.2317 0:2:12.7286 12 Melinda Price / Kerryn Brewer Commodore VS Castrol Cougars 152 not available 0:2:19.7808 13 Mal Rose / Kevin Burton Commodore VS Fairfax Community Newspaper 150 0:2:18.1344 0:2:19.9930 14 Greg Crick / Peter Fitzgerald Commodore VS Alcair Airconditioning 150 0:2:14.2786 0:2:14.5601 15 Ian Palmer / John English Commodore VS Palmer Promotions 146 0:2:22.5450 0:2:21.1893 16 Brian Walden / Steve Williams Commodore VP Brian Walden 144 0:2:23.7925 0:2:23.3848 17 Chris Smerdon / Charlie Cox Commodore VS Chris Smerdon 143 0:2:17.8320 0:2:17.7393 18 John Cotter / Peter Doulman Commodore VP M3 Motorsport 139 0:2:15.4359 0:2:17.5282 19 Kevin Heffernan / Danny Osborne Commodore VS Pace Racing 135 0:2:17.2177 0:2:17.7370 DNF Glenn Seton / David Parsons Falcon EL Ford Credit Racing DNF 0:2:11.826 0:2:12.3398 DNF Paul Stokell / Anthony Tratt / Peter Bradbury Commodore VS Wayne Gardner Racing DNF not available not available DNF Peter Brock / Mark Skaife Commodore VS Mobil Holden Dealer Team DNF not available not available DNF Wayne Gardner / Neil Crompton Commodore VS Wayne Gardner Racing DNF not available not available DNF Bruce Williams / Paul Gover Commodore VS Simoco Pacific DNF not available not available DNF Ryan McLeod / Darren Pate Commodore VR Oamps DNF not available not available DNF Greg Murphy / Craig Lowndes Commodore VS Mobil Holden Dealer Team DNF not available not available DNF Dick Johnson / John Bowe Falcon EL Shell Helix Racing DNF not available not available DNF Ray Hislop / Tim Briggs Falcon EF Ray Hislop Motorsport DNF not available not available DNF Paul Romano / Allan Grice Commodore VS Romano Racing DNF not available not available DNF Tony Longhurst / Charlie O'Brien Falcon EL Castrol Longhurst Ford DNF not available not available DNF Kevin Waldock / John Smith Falcon EF CBS Mining Race Team DNF not available not available DNF Bob Pearson / Allan McCarthy Commodore VS Pro-Duct Motorsport DNF not available not available DNF Scotty Taylor / Bill Attard / Stephen Bell Commodore VP Xerox Shop DNF not available not available DNF Mark Poole / Tony Scott Commodore VS Gawler SA DNF not available not available DNF Michael Hart / Peter Lawrence Commodore VR SMC Pneumatics DNF not available not available DNF Garry Willmington / Bill Seiders Commodore VR Garry Willmington DNF not available not available DNF John Trimbole / Tomas Mezera Commodore VS CDB Bottle Magic DNF not available not available DNF Bill O'Brien / Brian Callaghan / Ron Barnacle Commodore VR Everlast Automotive DNF not available not available DNF Wayne Russell / Rick Shaw Commodore VS Union Steel DNF not available not available DNF Mike Conway / Gavin Monaghan Falcon EB Cadillac Productions DNF not available not available DNF Jason Bargwanna / Mark Noske Commodore VS Holden Racing Team DNF not available not available
