COUNTRY,YEAR,RACE NAME,COURSE,RACE GRADE,DISTANCE,WINNER,JOCKEY,TRAINER,
Republic of Ireland,1901,Irish Derby,Curragh,G1,1m 4f,Carrigavalla,Algernon Anthony,D McNally,
Republic of Ireland,1901,Irish Oaks,Curragh,G1,1m 4f,Royal Mantle,J Thompson,J J Parkinson,
Germany,1901,Deutsches Derby,Hamburg,G1,1m 4f,Tuki,Charles Bowman,George Johnson,
Germany,1901,Bayerisches Zuchtrennen,Munich,G3,1m 2f,Epirus,Albert Schlaefke,,
Germany,1901,Preis der Diana,Düsseldorf,G2,1m 3f,Lore,W Smith,,
Germany,1901,Grosser Preis von Berlin,Hoppegarten,G1,1m 4f,Tuki,Charles Bowman,George Johnson,
Germany,1901,Grosser Preis von Baden,Baden-Baden,G1,1m 4f,Semendria,W Pratt,W Webb,
Germany,1901,Union-Rennen,Grunewald,G2,1m 3f,Nicus,W Jones,,
Germany,1901,Hansa-Preis,Hamburg,G2,1m 4f,Regenwolke,H Toon,Ernest Arnull,
Germany,1901,Hansa-Preis,Hamburg,G2,1m 4f,Tuki,W Jones,George Johnson,
Germany,1901,Furstenberg-Rennen,Baden-Baden,G3,1m 3f,Slanderer,H Toon,W Palmer,
Republic of Ireland,1902,Irish Derby,Curragh,G1,1m 4f,St Brendan,D Condon,M Dawson,
Republic of Ireland,1902,Irish Oaks,Curragh,G1,1m 4f,Marievale,D Condon,M Dawson,
Germany,1902,Deutsches Derby,Hamburg,G1,1m 4f,Macdonald,Fred Taral,Henry Milne,
Germany,1902,Bayerisches Zuchtrennen,Munich,G3,1m 2f,Herz Ass,H Ellwood,,
Germany,1902,Preis der Diana,Düsseldorf,G2,1m 3f,Eccola,N Hill,,
Germany,1902,Grosser Preis von Berlin,Hoppegarten,G1,1m 4f,Slanderer,Tom Busby,W Palmer,
Germany,1902,Grosser Preis von Baden,Baden-Baden,G1,1m 4f,La Camargo,W Pratt,,
Germany,1902,Union-Rennen,Grunewald,G2,1m 3f,Prinz Hamlet,N Hill,,
Germany,1902,Hansa-Preis,Hamburg,G2,1m 4f,Nunquamdormio,R Adams,,
Germany,1902,Furstenberg-Rennen,Baden-Baden,G3,1m 3f,Nordlandfahrer,Willy Warne,,
Republic of Ireland,1903,Irish Derby,Curragh,G1,1m 4f,Lord Rossmore,J Dillon,J Fallon,
Republic of Ireland,1903,Irish Oaks,Curragh,G1,1m 4f,Mary Lester,W Higgs,S Jeffrey,
Germany,1903,Deutsches Derby,Hamburg,G1,1m 4f,Bono Modo,H Lewis,G Hyams,
Germany,1903,Bayerisches Zuchtrennen,Munich,G3,1m 2f,Beowulf,E Martin,Carl Seibert Snr,
Germany,1903,Preis der Diana,Düsseldorf,G2,1m 3f,Belomantie,Herb Brown,Herb Brown Snr,
Germany,1903,Grosser Preis von Berlin,Hoppegarten,G1,1m 4f,Signor,W Jones,Johnny Daley,
Germany,1903,Grosser Preis von Baden,Baden-Baden,G1,1m 4f,Vinicius,J Ransch,,
Germany,1903,Union-Rennen,Grunewald,G2,1m 3f,Laurin,E Martin,Carl Seibert Snr,
Germany,1903,Hansa-Preis,Hamburg,G2,1m 4f,Macdonald,F Taral,,
Germany,1903,Furstenberg-Rennen,Baden-Baden,G3,1m 3f,La Chine,J Ransch,,
Republic of Ireland,1904,Irish Derby,Curragh,G1,1m 4f,Royal Arch,F Morgan,M Dawson,
Republic of Ireland,1904,Irish Oaks,Curragh,G1,1m 4f,Copestone Filly,W Higgs,James Dunne,
Germany,1904,Deutsches Derby,Hamburg,G1,1m 4f,Con Amore,George Stern,H Reeves,
Germany,1904,Bayerisches Zuchtrennen,Munich,G3,1m 2f,Girlamund,Charles Weatherdon,,
Germany,1904,Preis der Diana,Düsseldorf,G2,1m 3f,Lucca,J Boardman,George Johnson,
Germany,1904,Grosser Preis von Berlin,Hoppegarten,G1,1m 4f,Pathos,Willy Warne,Richard Waugh,
Germany,1904,Grosser Preis von Baden,Baden-Baden,G1,1m 4f,Exema,George Stern,,
Germany,1904,Union-Rennen,Grunewald,G2,1m 3f,Pathos,Willy Warne,Richard Waugh,
Germany,1904,Hansa-Preis,Hamburg,G2,1m 4f,Sorrento,F Taral,Charles Planner Jnr,
Germany,1904,Furstenberg-Rennen,Baden-Baden,G3,1m 3f,Macdonald II,J Reiff,"R Carter, Jnr",
Republic of Ireland,1905,Irish Derby,Curragh,G1,1m 4f,Flax Park,P Hughes,James Dunne,
Republic of Ireland,1905,Irish Oaks,Curragh,G1,1m 4f,Blakestown,J Thompson,J J Parkinson,
Germany,1905,Deutsches Derby,Hamburg,G1,1m 4f,Patience,Robert Huxtable,Charles Planner Jnr,
Germany,1905,Bayerisches Zuchtrennen,Munich,G3,1m 2f,Notgrim,Ch Van Dusen,,
Germany,1905,Preis der Diana,Düsseldorf,G2,1m 3f,Princess Heiling,Ch Van Dusen,,
Germany,1905,Grosser Preis von Berlin,Hoppegarten,G1,1m 4f,Slaby,H Aylin,,
Germany,1905,Grosser Preis von Baden,Baden-Baden,G1,1m 4f,Gouvernant,George Stern,,
Germany,1905,Union-Rennen,Grunewald,G2,1m 3f,Festino,Charles Van Dusen,,
Germany,1905,Hansa-Preis,Hamburg,G2,1m 4f,Inverno,Charles Van Dusen,,
Germany,1905,Furstenberg-Rennen,Baden-Baden,G3,1m 3f,Phoenix,A Carter,,
Republic of Ireland,1906,Irish Derby,Curragh,G1,1m 4f,Killeagh,C Aylin,M Dawson,
Republic of Ireland,1906,Irish Oaks,Curragh,G1,1m 4f,Juliet,Algernon Anthony,Philip Behan,
Germany,1906,Deutsches Derby,Hamburg,G1,1m 4f,Fels,Winnie O'Connor,G Walker,
Germany,1906,Bayerisches Zuchtrennen,Munich,G3,1m 2f,Elsterstein,Albert Schlaefke,,
Germany,1906,Preis der Diana,Düsseldorf,G2,1m 3f,Ibidem,Ch Weatherton,Frank Arnull,
Germany,1906,Grosser Preis von Berlin,Hoppegarten,G1,1m 4f,Festino,Winnie O'Connor,George Walker,
Germany,1906,Grosser Preis von Baden,Baden-Baden,G1,1m 4f,Hautbois,J Reiff,,
Germany,1906,Union-Rennen,Grunewald,G2,1m 3f,Parmenio,W O'Connor,G Walker,
Germany,1906,Hansa-Preis,Hamburg,G2,1m 4f,Festino,Winnie O'Connor,George Walker,
Germany,1906,Furstenberg-Rennen,Baden-Baden,G3,1m 3f,Derby Cup,F Murray,,
Germany,1906,Furstenberg-Rennen,Baden-Baden,G3,1m 3f,Hammurabi,Willy Warne,Richard Waugh,
Republic of Ireland,1907,Irish Derby,Curragh,G1,1m 4f,Orby,W Bullock,F McCabe,
Republic of Ireland,1907,Irish Oaks,Curragh,G1,1m 4f,Reina,F Hunter,James Dunne,
Germany,1907,Deutsches Derby,Hamburg,G1,1m 4f,Desir,Williy Shaw,George Walker,
Germany,1907,Bayerisches Zuchtrennen,Munich,G3,1m 2f,Herero,J Boardman,Carl Seibert Snr,
Germany,1907,Preis der Diana,Düsseldorf,G2,1m 3f,Hochzeit,J Boardman,Carl Seibert Snr,
Germany,1907,Grosser Preis von Berlin,Hoppegarten,G1,1m 4f,Fels,Williy Shaw,George Walker,
Germany,1907,Grosser Preis von Baden,Baden-Baden,G1,1m 4f,Hammurabi,George Stern,Richard Waugh,
Germany,1907,Union-Rennen,Grunewald,G2,1m 3f,Rojestwensky,J Boardman,Carl Seibert Snr,
Germany,1907,Hansa-Preis,Hamburg,G2,1m 4f,Fels,Williy Shaw,George Walker,
Germany,1907,Furstenberg-Rennen,Baden-Baden,G3,1m 3f,Sejan,George Stern,,
Republic of Ireland,1908,Irish Derby,Curragh,G1,1m 4f,Wild Bouquet,P Hughes,James Dunne,
Republic of Ireland,1908,Irish Oaks,Curragh,G1,1m 4f,Queen of Peace,S Donoghue,J Allen,
Germany,1908,Deutsches Derby,Hamburg,G1,1m 4f,Sieger,George Stern,H Brown Snr,
Germany,1908,Bayerisches Zuchtrennen,Munich,G3,1m 2f,Bajazzo,J Reiff,Carl Seibert Snr,
Germany,1908,Preis der Diana,Düsseldorf,G2,1m 3f,Waldkatze,Ch Weatherton,Reg Day,
Germany,1908,Grosser Preis von Berlin,Hoppegarten,G1,1m 4f,Horizont,Winnie O'Connor,George Walker,
Germany,1908,Grosser Preis von Baden,Baden-Baden,G1,1m 4f,Faust,Winnie O'Connor,George Walker,
Germany,1908,Union-Rennen,Grunewald,G2,1m 3f,Bajazzo,J Reiff,Carl Seibert Snr,
Germany,1908,Hansa-Preis,Hamburg,G2,1m 4f,Horizont,Winnie O'Connor,George Walker,
Germany,1908,Furstenberg-Rennen,Baden-Baden,G3,1m 3f,Faust,Winnie O'Connor,George Walker,
Republic of Ireland,1909,Irish Derby,Curragh,G1,1m 4f,Bachelor's Double,"Alfred Sharples, Snr",M Dawson,
Republic of Ireland,1909,Irish Oaks,Curragh,G1,1m 4f,Fredith,John Doyle,M Reidy,
Germany,1909,Deutsches Derby,Hamburg,G1,1m 4f,Arnfried,Willy Warne,Reg Day,
Germany,1909,Bayerisches Zuchtrennen,Munich,G3,1m 2f,Illo,J Reiff,Carl Seibert Snr,
Germany,1909,Preis der Diana,Düsseldorf,G2,1m 3f,Ladylike,J Notter,G Walker,
Germany,1909,Grosser Preis von Berlin,Hoppegarten,G1,1m 4f,For Ever,Williy Shaw,J McCormick,
Germany,1909,Grosser Preis von Baden,Baden-Baden,G1,1m 4f,Azalee,George Stern,R Denman,
Germany,1909,Grosser Preis von Baden,Baden-Baden,G1,1m 4f,Mademoiselle Bon,Charles Childs,G Cunnington,
Germany,1909,Union-Rennen,Grunewald,G2,1m 3f,Swirtigal,R Cleminson,,
Germany,1909,Hansa-Preis,Hamburg,G2,1m 4f,For Ever,Williy Shaw,J McCormick,
Germany,1909,Furstenberg-Rennen,Baden-Baden,G3,1m 3f,Frere Luce,M Barat,,
Republic of Ireland,1910,Irish Derby,Curragh,G1,1m 4f,Aviator,John Doyle,P Behan,
Republic of Ireland,1910,Irish Oaks,Curragh,G1,1m 4f,Blair Royal,S Donoghue,Capt Dewhurst,
Germany,1910,Deutsches Derby,Hamburg,G1,1m 4f,Orient,Frank Bullock,Reg Day,
Germany,1910,Bayerisches Zuchtrennen,Munich,G3,1m 2f,Pilgramsberg,W Miller,Carl Seibert Snr,
Germany,1910,Preis der Diana,Düsseldorf,G2,1m 3f,Letizia,Joe Childs,Fred Darling,
Germany,1910,Grosser Preis von Berlin,Hoppegarten,G1,1m 4f,Fervor,Joe Childs,Fred Darling,
Germany,1910,Grosser Preis von Baden,Baden-Baden,G1,1m 4f,Ksiaze Pan,J Winkfield,,
Germany,1910,Union-Rennen,Grunewald,G2,1m 3f,Wandersmann,Frank Bullock,Reg Day,
Germany,1910,Hansa-Preis,Hamburg,G2,1m 4f,Orient,Frank Bullock,Reg Day,
Germany,1910,Furstenberg-Rennen,Baden-Baden,G3,1m 3f,Maboul,Charles Curry,,
Republic of Ireland,1911,Irish Derby,Curragh,G1,1m 4f,Shanballymore,John Doyle,J Dwyer,
Republic of Ireland,1911,Irish Oaks,Curragh,G1,1m 4f,Tullynacree,M Colbert,M Dawson,
Germany,1911,Deutsches Derby,Hamburg,G1,1m 4f,Chilperic,Brownie Carslake,H Reeves,
Germany,1911,Bayerisches Zuchtrennen,Munich,G3,1m 2f,Don Cesar,Frank Bullock,Carl Seibert Snr,
Germany,1911,Preis der Diana,Düsseldorf,G2,1m 3f,Angostura,Frank Bullock,Reg Day,
Germany,1911,Grosser Preis von Berlin,Hoppegarten,G1,1m 4f,Icy Wind,Williy Shaw,,
Germany,1911,Grosser Preis von Baden,Baden-Baden,G1,1m 4f,Badajoz,M Barat,,
Germany,1911,Union-Rennen,Grunewald,G2,1m 3f,Mondstein,Willy Warne,Reg Day,
Germany,1911,Hansa-Preis,Hamburg,G2,1m 4f,Star,N Spear,A Winkler,
Germany,1911,Furstenberg-Rennen,Baden-Baden,G3,1m 3f,Royal Flower,Frank O'Neill,,
Republic of Ireland,1912,Irish Derby,Curragh,G1,1m 4f,Civility,D Maher,B Kirby,
Republic of Ireland,1912,Irish Oaks,Curragh,G1,1m 4f,Shining Way,J Thompson,J J Parkinson,
Germany,1912,Deutsches Derby,Hamburg,G1,1m 4f,Gulliver II,Frank Bullock,Reg Day,
Germany,1912,Bayerisches Zuchtrennen,Munich,G3,1m 2f,Flaminio,J Lane,Carl Seibert Snr,
Germany,1912,Preis der Diana,Düsseldorf,G2,1m 3f,Einsicht,T Rice,John Hyland,
Germany,1912,Grosser Preis von Berlin,Hoppegarten,G1,1m 4f,Dolomit,G Archibald,John Hyland,
Germany,1912,Grosser Preis von Baden,Baden-Baden,G1,1m 4f,Rire aux Larmes,Frank O'Neill,,
Germany,1912,Union-Rennen,Grunewald,G2,1m 3f,Matterhorn,J Lane,Reg Day,
Germany,1912,Hansa-Preis,Hamburg,G2,1m 4f,Gulliver II,Frank Bullock,Reg Day,
Germany,1912,Furstenberg-Rennen,Baden-Baden,G3,1m 3f,Sarrasin,Frank O'Neill,,
Republic of Ireland,1913,Irish Derby,Curragh,G1,1m 4f,Bachelor's Wedding,S Donoghue,H S Persse,
Republic of Ireland,1913,Irish Oaks,Curragh,G1,1m 4f,Athgreany,T Bennett,J J Parkinson,
Germany,1913,Deutsches Derby,Hamburg,G1,1m 4f,Turmfalke,D Maher,Charles Planner Jnr,
Germany,1913,Bayerisches Zuchtrennen,Munich,G3,1m 2f,Nachtschatten,O. Müller,Carl Seibert Snr,
Germany,1913,Preis der Diana,Düsseldorf,G2,1m 3f,Orchidee,G Archibald,John Hyland,
Germany,1913,Grosser Preis von Berlin,Hoppegarten,G1,1m 4f,Majestic,G Archibald,John Hyland,
Germany,1913,Grosser Preis von Baden,Baden-Baden,G1,1m 4f,Mosci Ksiaze,M Gulyas,,
Germany,1913,Union-Rennen,Grunewald,G2,1m 3f,Majestic,G Archibald,John Hyland,
Germany,1913,Hansa-Preis,Hamburg,G2,1m 4f,Cairo,G Archibald,W Palmer,
Germany,1913,Hansa-Preis,Hamburg,G2,1m 4f,Laudanum,Williy Shaw,,
Germany,1913,Furstenberg-Rennen,Baden-Baden,G3,1m 3f,Cyklon,Frank Bullock,John Watts,
Republic of Ireland,1914,Irish Derby,Curragh,G1,1m 4f,Land of Song,S Donoghue,H S Persse,
Republic of Ireland,1914,Irish Oaks,Curragh,G1,1m 4f,May Edgar,John Doyle,James Dunne,
Germany,1914,Deutsches Derby,Hamburg,G1,1m 4f,Ariel,G Archibald,Withers McCreery,
Germany,1914,Bayerisches Zuchtrennen,Munich,G3,1m 2f,Drosselbart,F Slade,A Horalek,
Germany,1914,Preis der Diana,Düsseldorf,G2,1m 3f,Mon Desir,F Lane,Withers McCreery,
Germany,1914,Grosser Preis von Berlin,Hoppegarten,G1,1m 4f,Orelio,Williy Shaw,Fred Taral,
Germany,1914,Union-Rennen,Grunewald,G2,1m 3f,Ariel,G Archibald,Withers McCreery,
Germany,1914,Hansa-Preis,Hamburg,G2,1m 4f,Ariel,G Archibald,Withers McCreery,
Republic of Ireland,1915,Irish Derby,Curragh,G1,1m 4f,Ballaghtobin,W Barrett,J Hunter,
Republic of Ireland,1915,Irish Oaks,Curragh,G1,1m 4f,Latharna,W Barrett,J Hunter,
Republic of Ireland,1915,Irish St. Leger,Curragh,G1,1m 6f,La Poloma,F Hunter,James Dunne,
Germany,1915,Deutsches Derby,Hamburg,G1,1m 4f,Pontresina,Willi Plüschke Jnr,Charles Planner Jnr,
Germany,1915,Bayerisches Zuchtrennen,Munich,G3,1m 2f,Persicus,F Kasper,A Horalek,
Germany,1915,Preis der Diana,Düsseldorf,G2,1m 3f,Amphora,Ch Korb,Felix Maus,
Germany,1915,Grosser Preis von Berlin,Hoppegarten,G1,1m 4f,no race,,,
Germany,1915,Union-Rennen,Grunewald,G2,1m 3f,Languard,Charles Korb,Charles Planner Jnr,
Republic of Ireland,1916,Irish Derby,Curragh,G1,1m 4f,Furore,H Robbins,V Tabor,
Republic of Ireland,1916,Irish Oaks,Curragh,G1,1m 4f,Captive Princess,T Burns,James Dunne,
Republic of Ireland,1916,Irish St. Leger,Curragh,G1,1m 6f,Captive Princess,T Burns,James Dunne,
Germany,1916,Deutsches Derby,Hamburg,G1,1m 4f,Amorino,Otto Schmidt,Fred Taral,
Germany,1916,Bayerisches Zuchtrennen,Munich,G3,1m 2f,Der Blaue Vogel,H Blume,F Bressek,
Germany,1916,Preis der Diana,Düsseldorf,G2,1m 3f,Adresse,Julius Rastenberger,,
Germany,1916,Grosser Preis von Berlin,Hoppegarten,G1,1m 4f,Anschluss,Julius Rastenberger,,
Germany,1916,Union-Rennen,Grunewald,G2,1m 3f,Taucher,F Kasper,A Horalek,
Germany,1916,Hansa-Preis,Hamburg,G2,1m 4f,Ritter,F Kasper,G Mason,
Republic of Ireland,1917,Irish Derby,Curragh,G1,1m 4f,First Flier,W Barrett,J J Parkinson,
Republic of Ireland,1917,Irish Oaks,Curragh,G1,1m 4f,Golden Maid,T Burns,C Pickering,
Republic of Ireland,1917,Irish St. Leger,Curragh,G1,1m 6f,Double Scotch,T Burns,James Dunne,
Germany,1917,Deutsches Derby,Hamburg,G1,1m 4f,Landgraf,F Kasper,Charles Planner Jnr,
Germany,1917,Bayerisches Zuchtrennen,Munich,G3,1m 2f,Rosengarten,F Bressel,,
Germany,1917,Preis der Diana,Düsseldorf,G2,1m 3f,Ayesha,Albert Schlaefke,Charles Planner Jnr,
Germany,1917,Grosser Preis von Berlin,Hoppegarten,G1,1m 4f,Landgraf,F Kasper,Charles Planner Jnr,
Germany,1917,Union-Rennen,Grunewald,G2,1m 3f,Landgraf,F Kasper,Charles Planner Jnr,
Germany,1917,Hansa-Preis,Hamburg,G2,1m 4f,Pergolese,Otto Schmidt,Fred Taral,
Republic of Ireland,1918,Irish Derby,Curragh,G1,1m 4f,King John,H Beasley,P P Gilpin,
Republic of Ireland,1918,Irish Oaks,Curragh,G1,1m 4f,Judea,Brownie Carslake,C Pickering,
Republic of Ireland,1918,Irish St. Leger,Curragh,G1,1m 6f,Dionysos,S Donoghue,G Lambton,
Germany,1918,Deutsches Derby,Hamburg,G1,1m 4f,Marmor,Otto Schmidt,A McCreery,
Germany,1918,Bayerisches Zuchtrennen,Munich,G3,1m 2f,Eiffilo,Anton Olejnik,,
Germany,1918,Preis der Diana,Düsseldorf,G2,1m 3f,Edderitz,F Kasper,,
Germany,1918,Grosser Preis von Berlin,Hoppegarten,G1,1m 4f,Traum,F Kasper,,
Germany,1918,Union-Rennen,Grunewald,G2,1m 3f,Orilus,Anton Olejnik,,
Germany,1918,Hansa-Preis,Hamburg,G2,1m 4f,Wirbel,P Lewicki,,
Republic of Ireland,1919,Irish Derby,Curragh,G1,1m 4f,Loch Lomond,E M Quirke,J J Parkinson,
Republic of Ireland,1919,Irish Oaks,Curragh,G1,1m 4f,Snow Maiden,M Beary,P Behan,
Republic of Ireland,1919,Irish St. Leger,Curragh,G1,1m 6f,Cheap Popularity,T Burns,H Powney,
Germany,1919,Deutsches Derby,Hamburg,G1,1m 4f,Gibraltar,Richard Kaiser,August Stössel,
Germany,1919,Bayerisches Zuchtrennen,Munich,G3,1m 2f,Eggenfelden,H. Aschenbrenner,,
Germany,1919,Preis der Diana,Düsseldorf,G2,1m 3f,Tulipan,G Janek,,
Germany,1919,Grosser Preis von Berlin,Hoppegarten,G1,1m 4f,Eckstein,G Janek,,
Germany,1919,"German 1,000 Guineas",Grunewald,G3,1m,Tulipan,G Janek,,
Germany,1919,Union-Rennen,Grunewald,G2,1m 3f,Eckstein,G Janek,,
Germany,1919,Hansa-Preis,Hamburg,G2,1m 4f,Marmor,A Zimmerman,Jan Gaida,
Republic of Ireland,1920,Irish Derby,Curragh,G1,1m 4f,He Goes,F Templeman,F Butters,
Republic of Ireland,1920,Irish Oaks,Curragh,G1,1m 4f,Place Royale,M Beary,S Jeffrey,
Republic of Ireland,1920,Irish St. Leger,Curragh,G1,1m 6f,Kirk Alloway,M Wing,J Hunter,
Germany,1920,Deutsches Derby,Hamburg,G1,1m 4f,Herold,Julius Rastenberger,W. Spademan,
Germany,1920,Bayerisches Zuchtrennen,Munich,G3,1m 2f,Opanka,F Bressel,,
Germany,1920,Preis der Diana,Düsseldorf,G2,1m 3f,Orla,Anton Olejnik,,
Germany,1920,Grosser Preis von Berlin,Hoppegarten,G1,1m 4f,Herold,Julius Rastenberger,W Spademan,
Germany,1920,"German 1,000 Guineas",Grunewald,G3,1m,Romanze,Albert Schlaefke,,
Germany,1920,Union-Rennen,Grunewald,G2,1m 3f,Nubier,G Janek,,
Germany,1920,Hansa-Preis,Hamburg,G2,1m 4f,Alamund,Anton Olejnik,,
Republic of Ireland,1921,Irish Derby,Curragh,G1,1m 4f,Ballyheron,M Wing,J Hunter,
Republic of Ireland,1921,"Irish 2,000 Guineas",Curragh,G1,1m,Soldennis,T Burns,S Jeffrey,
Republic of Ireland,1921,Irish Oaks,Curragh,G1,1m 4f,The Kiwi,M Beary,P Behan,
Republic of Ireland,1921,Irish St. Leger,Curragh,G1,1m 6f,Kircubbin,M Beary,P Behan,
Germany,1921,Deutsches Derby,Hamburg,G1,1m 4f,Omen,L Danek,Friedrich Fösten sr.,
Germany,1921,Bayerisches Zuchtrennen,Munich,G3,1m 2f,Paukenschläger,G Janek,,
Germany,1921,Preis der Diana,Düsseldorf,G2,1m 3f,Himmelblau,F Kasper,,
Germany,1921,Grosser Preis von Berlin,Hoppegarten,G1,1m 4f,Ossian,Otto Schmidt,Friedrich Fösten sr.,
Germany,1921,Grosser Preis von Baden,Baden-Baden,G1,1m 4f,Ossian,Otto Schmidt,Friedrich Fösten sr.,
Germany,1921,"German 1,000 Guineas",Grunewald,G3,1m,Kamille,A Bleuler,,
Germany,1921,Union-Rennen,Grunewald,G2,1m 3f,König Midas,Anton Olejnik,,
Germany,1921,Hansa-Preis,Hamburg,G2,1m 4f,Der Mohr,A Zimmerman,Jan Gaida,
Germany,1921,Furstenberg-Rennen,Baden-Baden,G3,1m 3f,Chrysolith,G Janek,,
Republic of Ireland,1922,Irish Derby,Curragh,G1,1m 4f,Spike Island,G Archibald,P P Gilpin,
Republic of Ireland,1922,"Irish 2,000 Guineas",Curragh,G1,1m,Spike Island,G Archibald,P P Gilpin,
Republic of Ireland,1922,"Irish 1,000 Guineas",Curragh,G1,1m,Lady Violette,M Wing,S Jeffrey,
Republic of Ireland,1922,Irish Oaks,Curragh,G1,1m 4f,Miss Hazelwood,J Dines,F Grundy,
Republic of Ireland,1922,Irish St. Leger,Curragh,G1,1m 6f,Royal Lancer,F Lane,A Sadler Jun,
Germany,1922,Deutsches Derby,Hamburg,G1,1m 4f,Hausfreund,W Tarras,Julius Lippold,
Germany,1922,Bayerisches Zuchtrennen,Munich,G3,1m 2f,Casanova,J Mate,A Reith,
Germany,1922,Preis der Diana,Düsseldorf,G2,1m 3f,Alpenrose,G Janek,W Spademan,
Germany,1922,Grosser Preis von Berlin,Hoppegarten,G1,1m 4f,Wallenstein,A Zimmerman,Jan Gaida,
Germany,1922,Grosser Preis von Baden,Baden-Baden,G1,1m 4f,Träumer,A Bleuler,Charles Planner Jnr,
Germany,1922,"German 1,000 Guineas",Grunewald,G3,1m,Casa Bianca,A Bleuler,,
Germany,1922,Union-Rennen,Grunewald,G2,1m 3f,Lentulus,Otto Schmidt,Friedrich Fösten sr.,
Germany,1922,Hansa-Preis,Hamburg,G2,1m 4f,Wallenstein,A Zimmerman,Jan Gaida,
Germany,1922,Furstenberg-Rennen,Baden-Baden,G3,1m 3f,Alpenrose,G Janek,W Spademan,
Republic of Ireland,1923,Irish Derby,Curragh,G1,1m 4f,Waygood,M Wing,W Halsey,
Republic of Ireland,1923,"Irish 2,000 Guineas",Curragh,G1,1m,Soldumeno,T Burns,S Jeffrey,
Republic of Ireland,1923,"Irish 1,000 Guineas",Curragh,G1,1m,Glenshesk,M Wing,F Grundy,
Republic of Ireland,1923,Irish Oaks,Curragh,G1,1m 4f,Becka,F Bullock,Alec Taylor,
Republic of Ireland,1923,Irish St. Leger,Curragh,G1,1m 6f,O'Dempsey,M Wing,S Jeffrey,
Germany,1923,Deutsches Derby,Hamburg,G1,1m 4f,Augias,Otto Schmidt,Friedrich Fösten sr.,
Germany,1923,Bayerisches Zuchtrennen,Munich,G3,1m 2f,Bajuvare,M Jentzsch,,
Germany,1923,Preis der Diana,Düsseldorf,G2,1m 3f,Falada,J Staudinger,,
Germany,1923,Grosser Preis von Berlin,Hoppegarten,G1,1m 4f,Augias,Otto Schmidt,Friedrich Fösten sr.,
Germany,1923,Grosser Preis von Baden,Baden-Baden,G1,1m 4f,Ganelon,Otto Schmidt,Friedrich Fösten sr.,
Germany,1923,"German 1,000 Guineas",Hoppegarten,G3,1m,Ischida,R Torke,,
Germany,1923,Union-Rennen,Hoppegarten,G2,1m 3f,Augias,Otto Schmidt,Friedrich Fösten sr.,
Germany,1923,Hansa-Preis,Hamburg,G2,1m 4f,Abgott,Julius Rastenberger,George Arnull,
Germany,1923,Furstenberg-Rennen,Baden-Baden,G3,1m 3f,Ganelon,Otto Schmidt,Friedrich Fösten sr.,
Republic of Ireland,1924,Irish Derby,Curragh,G1,1m 4f,Haine,Joe Canty,C Davis,
Republic of Ireland,1924,Irish Derby,Curragh,G1,1m 4f,ddht Zodiac,G Archibald,P P Gilpin,
Republic of Ireland,1924,"Irish 2,000 Guineas",Curragh,G1,1m,Grand Joy,S Ingham,C Marsh,
Republic of Ireland,1924,"Irish 1,000 Guineas",Curragh,G1,1m,Voltoi,James Doyle,T Coombs,
Republic of Ireland,1924,Irish Oaks,Curragh,G1,1m 4f,Amethystine,J Childs,Capt Cecil Boyd-Rochfort,
Republic of Ireland,1924,Irish St. Leger,Curragh,G1,1m 6f,Zodiac,G Archibald,P P Gilpin,
Germany,1924,Deutsches Derby,Hamburg,G1,1m 4f,Anmarsch,Robert Torke,A Reith,
Germany,1924,Bayerisches Zuchtrennen,Munich,G3,1m 2f,Eigilolf,M Jentzsch,A Horalek,
Germany,1924,Preis der Diana,Düsseldorf,G2,1m 3f,Ostrea,Otto Schmidt,Friedrich Fösten sr.,
Germany,1924,Grosser Preis von Berlin,Hoppegarten,G1,1m 4f,Augias,Otto Schmidt,Friedrich Fösten sr.,
Germany,1924,Grosser Preis von Baden,Baden-Baden,G1,1m 4f,Scopas,F Regoli,Federico Tesio,
Germany,1924,"German 1,000 Guineas",Hoppegarten,G3,1m,Petunie,Otto Schmidt,,
Germany,1924,Union-Rennen,Hoppegarten,G2,1m 3f,Fundin,Hans Blume,M Streit,
Germany,1924,Hansa-Preis,Hamburg,G2,1m 4f,Barde,H Teichmann,,
Germany,1924,Furstenberg-Rennen,Baden-Baden,G3,1m 3f,Rosalba Carriera,W Wright,Federico Tesio,
Republic of Ireland,1925,Irish Derby,Curragh,G1,1m 4f,Zionist,H Beasley,R C Dawson,
Republic of Ireland,1925,"Irish 2,000 Guineas",Curragh,G1,1m,St Donagh,J Dines,E Fordred,
Republic of Ireland,1925,"Irish 1,000 Guineas",Curragh,G1,1m,Flying Dinah,R Cullen,Col A J Blake,
Republic of Ireland,1925,Irish Oaks,Curragh,G1,1m 4f,Ixia,F Bullock,Alec Taylor,
Republic of Ireland,1925,Irish St. Leger,Curragh,G1,1m 6f,Spellthorne,G Archibald,P P Gilpin,
Germany,1925,Deutsches Derby,Hamburg,G1,1m 4f,Roland,Everett Haynes,A Horalek,
Germany,1925,Bayerisches Zuchtrennen,Munich,G3,1m 2f,Goldelse,H Schmidt,F Hecker,
Germany,1925,Preis der Diana,Düsseldorf,G2,1m 3f,Melanie,E Huguerin,H. Müller,
Germany,1925,Grosser Preis von Berlin,Hoppegarten,G1,1m 4f,Weissdorn,L Varga,George Arnull,
