YEAR,RACE,TRACK,DISTANCE,WINNER,TRAINER,JOCKEY,COUNTRY,,,,,,,,,
2023,PACIFIC CLASSIC,DEL MAR,2000,Arabian Knight,Bob Baffert,Flavien Prat,USA,,,,,,,,,
2023,PRIX DU MOULIN DE LONGCHAMP,LONGCHAMP,1600,Sauterne,Patrice Cottier,Tony Piccone,FRANCE,,,,,,,,,
2023,GROSSER PREIS VON BADEN,BADEN BADEN,2400,Zagrey,Yann Barberot,Christophe Soumillon,GERMANY,,,,,,,,,
2023,SPINAWAY STAKES,SARATOGA,1400,Brightwork,John Alexander Ortiz,Jose Ortiz,USA,,,,,,,,,
2023,HOPEFUL STAKES,SARATOGA,1400,Nutella Fella,Gary Contessa,Junior Alvarado,USA,,,,,,,,,
2023,TARZINO TROPHY,HASTINGS,1400,Skew Wiff,Mark Walker & Sam Bergerson,Opie Bosson,NEW ZEALAND,,,,,,,,,
2023,MATRON STAKES,LEOPARDSTOWN,1600,Tahiyra,Dermot Weld,Chris Hayes,IRELAND,,,,,,,,,
2023,IRISH CHAMPION STAKES,LEOPARDSTOWN,2000,Auguste Rodin,Aidan O'Brien,Ryan Moore,IRELAND,,,,,,,,,
2023,SPRINT CUP STAKES,HAYDOCK,1200,Regional,Edward Bethell,Callum Rodriguez,ENGLAND,,,,,,,,,
2023,DEL MAR DEBUTANTE STAKES,DEL MAR,1400,Tamara,Richard Mandella,Mike Smith,USA,,,,,,,,,
2023,FLYING FIVE STAKES,CURRAGH,1000,Moss Tucker,Ken Condon,Billy Lee,IRELAND,,,,,,,,,
2023,MOYGLARE STUD STAKES,CURRAGH,1400,Fallen Angel,Karl Burke,Daniel Tudhope,IRELAND,,,,,,,,,
2023,VINCENT O'BRIEN NATIONAL STAKES,CURRAGH,1400,Henry Longfellow,Aidan O'Brien,Ryan Moore,IRELAND,,,,,,,,,
2023,IRISH ST LEGER,CURRAGH,2800,Eldar Eldarov,Roger Varian,David Egan,IRELAND,,,,,,,,,
2023,PRIX VERMEILLE,LONGCHAMP,2400,Warm Heart,Aidan O'Brien,James Doyle,FRANCE,,,,,,,,,
2023,DEL MAR FUTURITY,DEL MAR,1400,Prince Of Monaco,Bob Baffert,Flavien Prat,USA,,,,,,,,,
2023,MAKYBE DIVA STAKES,FLEMINGTON,1600,Mr Brightside,"Ben, Will & JD Hayes",Craig Williams,AUSTRALIA,,,,,,,,,
2023,ST LEGER,DONCASTER,2900,Continuous,Aidan O'Brien,Ryan Moore,ENGLAND,,,,,,,,,
2023,SUMMER STAKES,WOODBINE,1600,Carson's Run,Christophe Clement,Dylan Davis,USA,,,,,,,,,
2023,NATALMA STAKES,WOODBINE,1600,She Feels Pretty,Cherie DeVaux,John Velazquez,USA,,,,,,,,,
2023,WOODBINE MILE,WOODBINE,1600,Master Of The Seas,Charlie Appleby,William Buick,USA,,,,,,,,,
2023,GOLDEN ROSE,ROSEHILL,1400,Militarize,Chris Waller,Joao Moreira,AUSTRALIA,,,,,,,,,
2023,UNDERWOOD STAKES,CAULFIELD,1800,Alligator Blood,Gai Waterhouse & Adrian Bott,Damien Oliver,AUSTRALIA,,,,,,,,,
2023,COTILLION STAKES,PARX,1700,Ceiling Crusher,Doug O'Neill,Edwin Maldonado,USA,,,,,,,,,
2023,PENNSYLVANIA DERBY,PARX,1800,Saudi Crown,Brad Cox,Florent Geroux,USA,,,,,,,,,
2023,PREIS VON EUROPA,COLOGNE,2400,India,Waldemar Hickst,Rene Piechulek,GERMANY,,,,,,,,,
2023,MOIR STAKES,MOONEE VALLEY,1000,Imperatriz,Mark Walker,Opie Bosson,AUSTRALIA,,,,,,,,,
2023,ARROWFIELD STUD PLATE,HASTINGS,1600,Mustang Valley,Andrew Forsman,Joe Doyle,NEW ZEALAND,,,,,,,,,
2023,FLIGHT STAKES,RANDWICK,1600,Tropical Squall,Gai Waterhouse & Adrian Bott,Adam Hyeronimus,AUSTRALIA,,,,,,,,,
2023,EPSOM HANDICAP,RANDWICK,1600,Rediener,Chris Waller,Kathy O'Hara,AUSTRALIA,,,,,,,,,
2023,THE METROP,RANDWICK,2400,Just Fine,Gai Waterhouse & Adrian Bott,Rachel King,AUSTRALIA,,,,,,,,,
2023,CHEVELEY PARK STAKES,NEWMARKET,1200,Porta Fortuna,Donnacha O'Brien,Oisin Murphy,ENGLAND,,,,,,,,,
2023,MIDDLE PARK STAKES,NEWMARKET,1200,Vandeek,Simon & Ed Crisford,James Doyle,ENGLAND,,,,,,,,,
2023,PRIX DU CADRAN,LONGCHAMP,4000,Trueshan,Alan King,Hollie Doyle,FRANCE,,,,,,,,,
2023,PRIX DE ROYALLIEU,LONGCHAMP,2800,Sea Silk Road,William Haggas,Aurelien Lemaitre,FRANCE,,,,,,,,,
2023,PRIX JEAN-LUC LAGARDERE,LONGCHAMP,1400,Rosallion,Richard Hannon,Sean Levey,FRANCE,,,,,,,,,
2023,PRIX MARCEL BOUSSAC,LONGCHAMP,1600,Opera Singer,Aidan O'Brien,Ryan Moore,FRANCE,,,,,,,,,
2023,PRIX DE L'ARC DE TRIOMPHE,LONGCHAMP,2400,Ace Impact,Jean-Claude Rouget,Cristian Demuro,FRANCE,,,,,,,,,
2023,PRIX DE L'OPERA,LONGCHAMP,2000,Blue Rose Cen,Christopher Head,Aurelien Lemaitre,FRANCE,,,,,,,,,
2023,PRIX DE L'ABBAYE,LONGCHAMP,1000,Highfield Princess,John Quinn,Jason Hart,FRANCE,,,,,,,,,
2023,PRIX DE LA FORET,LONGCHAMP,1400,Kelina,Carlos Laffon-Parias,Maxime Guyon,FRANCE,,,,,,,,,
2023,AWESOME AGAIN STAKES,SANTA ANITA,1800,Slow Down Andy,Doug O'Neill,Mario Gutierrez,USA,,,,,,,,,
2023,SPRINTERS STAKES,NAKAYAMA,1200,Mama Cocha,Yasutoshi Ikee,Yuga Kawada,JAPAN,,,,,,,,,
2023,TURNBULL STAKES,FLEMINGTON,2000,Gold Trip,Ciaron Maher & Dave Eustace,Mark Zahra,AUSTRALIA,,,,,,,,,
2023,ALCIBIADES STAKES,KEENELAND,1700,Candied,Todd Pletcher,Luis Saez,USA,,,,,,,,,
2023,SUN CHARIOT STAKES,NEWMARKET,1600,Inspiral,John & Thady Gosden,Frankie Dettori,ENGLAND,,,,,,,,,
2023,JOE HIRSCH TURF CLASSIC,AQUEDUCT,2400,War Like Goddess,Bill Mott,Junior Alvarado,USA,,,,,,,,,
2023,FRIZETTE STAKES,AQUEDUCT,1600,Just F Y I,Bill Mott,Junior Alvarado,USA,,,,,,,,,
2023,CHAMPAGNE STAKES (USA),AQUEDUCT,1600,Timberlake,Brad Cox,Florent Geroux,USA,,,,,,,,,
2023,FIRST LADY STAKES,KEENELAND,1600,Gina Romantica,Chad C Brown,Tyler Gaffalione,USA,,,,,,,,,
2023,BREEDERS' FUTURITY,KEENELAND,1700,Locked,Todd Pletcher,Jose Ortiz,USA,,,,,,,,,
2023,TURF MILE STAKES,KEENELAND,1600,Up To The Mark,Todd Pletcher,Jose Ortiz,USA,,,,,,,,,
2023,AMERICAN PHAROAH STAKES,SANTA ANITA,1700,Muth,Bob Baffert,Juan Hernandez,USA,,,,,,,,,
2023,E.P. TAYLOR STAKES,WOODBINE,2000,Fev Rover,Mark Casse,Javier Castellano,USA,,,,,,,,,
2023,CANADIAN INTERNATIONAL STAKES,WOODBINE,2000,Nations Pride,Charlie Appleby,William Buick,USA,,,,,,,,,
2023,SPINSTER STAKES,KEENELAND,1800,Idiomatic,Brad Cox,Florent Geroux,USA,,,,,,,,,
2023,FILLIES' MILE,NEWMARKET,1600,Ylang Ylang,Aidan O'Brien,Ryan Moore,ENGLAND,,,,,,,,,
2023,MIGHT AND POWER STAKES,CAULFIELD,2000,Alligator Blood,Gai Waterhouse & Adrian Bott,Tim Clark,AUSTRALIA,,,,,,,,,
2023,CAULFIELD GUINEAS,CAULFIELD,1600,Griff,Ciaron Maher & Dave Eustace,Ben Melham,AUSTRALIA,,,,,,,,,
2023,KING CHARLES III,RANDWICK,1600,Fangirl,Chris Waller,James McDonald,AUSTRALIA,,,,,,,,,
2023,TOORAK HANDICAP,CAULFIELD,1600,Attrition,Mitchell Freedman,Beau Mertens,AUSTRALIA,,,,,,,,,
2023,LIVAMOL CLASSIC,HASTINGS,2040,Ladies Man,Allan Sharrock,Ryan Elliot,NEW ZEALAND,,,,,,,,,
2023,DEWHURST STAKES,NEWMARKET,1400,City Of Troy,Aidan O'Brien,Ryan Moore,ENGLAND,,,,,,,,,
2023,QUEEN ELIZABETH II CHALLENGE STAKES,KEENELAND,1800,Mawj,Saeed Bin Suroor,Oisin Murphy,USA,,,,,,,,,
2023,SHUKA SHO,KYOTO,2000,Liberty Island,Mitsumasa Nakauchida,Yuga Kawada,JAPAN,,,,,,,,,
2023,CAULFIELD CUP,CAULFIELD,2400,Without A Fight,Anthony & Sam Freedman,Mark Zahra,AUSTRALIA,,,,,,,,,
2023,BRITISH CHAMPIONS SPRINT STAKES,ASCOT (UK),1200,Art Power,Tim Easterby,David Allan,ENGLAND,,,,,,,,,
2023,BRITISH CHAMPIONS F&M STAKES,ASCOT (UK),2300,Poptronic,Karl Burke,Sam Jones,ENGLAND,,,,,,,,,
2023,QUEEN ELIZABETH II STAKES,ASCOT (UK),1600,Big Rock,Christopher Head,Aurelien Lemaitre,ENGLAND,,,,,,,,,
2023,CHAMPION STAKES,ASCOT (UK),2000,King Of Steel,Roger Varian,Frankie Dettori,ENGLAND,,,,,,,,,
2023,KIKUKA SHO,KYOTO,3000,Durezza,Tomohito Ozeki,Christophe Lemaire,JAPAN,,,,,,,,,
2023,CRITERIUM DE SAINT-CLOUD,SAINT-CLOUD,2000,Los Angeles,Aidan O'Brien,Christophe Soumillon,FRANCE,,,,,,,,,
2023,CIITERIUM INTERNATIONAL,SAINT-CLOUD,1600,Sunway,David Menuisier,Oisin Murphy,FRANCE,,,,,,,,,
2023,MANIKATO STAKES,MOONEE VALLEY,1200,Imperatriz,Mark Walker,Opie Bosson,AUSTRALIA,,,,,,,,,
2023,COX PLATE,MOONEE VALLEY,2040,Romantic Warrior,Danny Shum,James McDonald,AUSTRALIA,,,,,,,,,
2023,SPRING CHAMPION STAKES,RANDWICK,2000,Tom Kitten,James Cummings,Adam Hyeronimus,AUSTRALIA,,,,,,,,,
2023,FUTURITY TROPHY STAKES,DONCASTER,1600,Ancient Wisdom,Charlie Appleby,William Buick,ENGLAND,,,,,,,,,
2023,TENNO SHO (AUTUMN),TOKYO,2000,Eqiunox,Tetsuya Kimura,Christophe Lemaire,JAPAN,,,,,,,,,
2023,PRIX ROYAL-OAK,LONGCHAMP,3100,Double Major,Christophe Ferland,Maxime Guyon,FRANCE,,,,,,,,,
2023,BREEDERS' CUP JUVENILE TURF SPRINT,SANTA ANITA,1000,Big Evs,Michael Appleby,Tom Marquand,USA,,,,,,,,,
2023,BREEDERS' CUP JUVENILE FILLIES,SANTA ANITA,1700,Just F Y I,Bill Mott,Junior Alvarado,USA,,,,,,,,,
2023,BREEDERS' CUP JUVENILE FILLIES TURF,SANTA ANITA,1600,Hard To Justify,Chad C Brown,Flavien Prat,USA,,,,,,,,,
2023,BREEDERS' CUP JUVENILE,SANTA ANITA,1700,Fierceness,Todd Pletcher,John Velazquez,USA,,,,,,,,,
2023,BREEDERS' CUP JUVENILE TURF,SANTA ANITA,1600,Unquestionable,Aidan O'Brien,Ryan Moore,USA,,,,,,,,,
2023,COOLMORE STUD STAKES,FLEMINGTON,1200,Ozzmosis,Bjorn Baker,Rachel King,AUSTRALIA,,,,,,,,,
2023,VRC DERBY,FLEMINGTON,2500,Riff Rocket,Chris Waller,James McDonald,AUSTRALIA,,,,,,,,,
2023,EMPIRE ROSE STAKES,FLEMINGTON,1600,Pride Of Jenni,Ciaron Maher & Dave Eustace,Declan Bates,AUSTRALIA,,,,,,,,,
2023,BREEDERS' CUP DIRT MILE,SANTA ANITA,1600,Cody's Wish,Bill Mott,Junior Alvarado,USA,,,,,,,,,
2023,BREEDERS' CUP F&M TURF,SANTA ANITA,2000,Inspiral,John & Thady Gosden,Frankie Dettori,USA,,,,,,,,,
2023,BREEDERS' CUP F&M SPRINT,SANTA ANITA,1400,Goodnight Olive,Chad C Brown,Irad Ortiz Jnr,USA,,,,,,,,,
2023,BREEDERS' CUP MILE,SANTA ANITA,1600,Master Of The Seas,Charlie Appleby,William Buick,USA,,,,,,,,,
2023,BREEDERS' CUP DISTAFF,SANTA ANITA,1800,Idiomatic,Brad Cox,Florent Geroux,USA,,,,,,,,,
2023,BREEDERS' CUP TURF,SANTA ANITA,2400,Auguste Rodin,Aidan O'Brien,Ryan Moore,USA,,,,,,,,,
2023,BREEDERS' CUP CLASSIC,SANTA ANITA,2000,White Abarrio,Richard Dutrow Jnr,Irad Ortiz Jnr,USA,,,,,,,,,
2023,BREEDERS' CUP TURF SPRINT,SANTA ANITA,1000,Nobals,Larry Rivelli,Gerardo Corrales,USA,,,,,,,,,
2023,BREEDERS' CUP SPRINT,SANTA ANITA,1200,Elite Power,Bill Mott,Irad Ortiz Jnr,USA,,,,,,,,,
2023,PREIS VON BAYERN,MUNICH,2400,Junko,Andre Fabre,Bauyrzhan Murzabayev,GERMANY,,,,,,,,,
2023,MELBOURNE CUP,FLEMINGTON,3200,Without A Fight,Anthony & Sam Freedman,Mark Zahra,AUSTRALIA,,,,,,,,,
2023,VICTORIA OAKS,FLEMINGTON,2500,Zardozi,James Cummings,James McDonald,AUSTRALIA,,,,,,,,,
2023,CHAMPIONS SPRINT,FLEMINGTON,1200,Imperatriz,Mark Walker,Opie Bosson,AUSTRALIA,,,,,,,,,
2023,CHAMPIONS MILE,FLEMINGTON,1600,Pride Of Jenni,Ciaron Maher & Dave Eustace,Declan Bates,AUSTRALIA,,,,,,,,,
2023,CHAMPIONS STAKES,FLEMINGTON,2000,Atishu,Chris Waller,James McDonald,AUSTRALIA,,,,,,,,,
2023,NZ 2000 GUINEAS,RICCARTON,1600,Crocetti,Danny Walker & Arron Tata,Warren Kennedy,NEW ZEALAND,,,,,,,,,
2023,QUEEN ELIZABETH II STAKES,KYOTO,2200,Brede Weg,Keisuke Miyata,Christophe Lemaire,JAPAN,,,,,,,,,
2023,NZ 1000 GUINEAS,RICCARTON,1600,Molly Bloom,Lance O'Sulliavn & Andrew Scott,Joe Doyle,NEW ZEALAND,,,,,,,,,
2023,THOUSAND GUINEAS,CAULFIELD,1600,Joliestar,Chris Waller,James McDonald,AUSTRALIA,,,,,,,,,
2023,SIR RUPERT CLARKE STAKES,CAULFIELD,1400,Magic Time,Grahame Begg,Michael Dee,AUSTRALIA,,,,,,,,,
2023,MILE CHAMPIONSHIP,KYOTO,1600,Namur,Tomokazu Takano,Kota Fujioka,JAPAN,,,,,,,,,
2023,RAILWAY STAKES,ASCOT (AUS),1600,Bustler,Neville Parnham,Steve Parnham,AUSTRALIA,,,,,,,,,
2023,SUMMER CUP,TURFFONTEIN,2000,Royal Victory,Nathan Kotzen,Muzi Yeni,SOUTH AFRICA,,,,,,,,,
2023,JAPAN CUP,TOKYO,2400,Eqiunox,Tetsuya Kimura,Christophe Lemaire,JAPAN,,,,,,,,,
2023,WINTERBOTTOM STAKES,ASCOT (AUS),1200,Overpass,Bjorn Baker,Josh Parr,AUSTRALIA,,,,,,,,,
2023,CAPE FILLIES GUINEAS,KENILWORTH,1600,Beach Bomb,Candice Bass-Robinson,Aldo Domeyer,SOUTH AFRICA,,,,,,,,,
2023,HOLLYWOOD DERBY,DEL MAR,1800,Program Trading,Chad C Brown,Flavien Prat,USA,,,,,,,,,
2023,CHAMPIONS CUP,CHUKYO,1800,Lemon Pop,Hiroyasu Tanaka,Ryusei Sakai,JAPAN,,,,,,,,,
2023,MATRIARCH STAKES,DEL MAR,1600,Surge Capacity,Chad C Brown,Joel Rosario,USA,,,,,,,,,
2023,NORTHERLY STAKES,ASCOT (AUS),1800,Dom To Shoot,Sean & Jake Casey,Jarrad Noske,AUSTRALIA,,,,,,,,,
2023,TAB CLASSIC,TRENTHAM,1600,Desert Lightning,Peter & Dawn Williams,Vinnie Colgan,NEW ZEALAND,,,,,,,,,
2023,HONG KONG VASE,SHA TIN,2400,Junko,Andre Fabre,Maxime Guyon,HONG KONG,,,,,,,,,
2023,HONG KONG SPRINT,SHA TIN,1200,Lucky Sweynesse,Manfred Man,Zac Purton,HONG KONG,,,,,,,,,
2023,HONG KONG MILE,SHA TIN,1600,Golden Sixty,Francis Lui,Vincent Ho,HONG KONG,,,,,,,,,
2023,HONG KONG CUP,SHA TIN,2000,Romantic Warrior,Danny Shum,James McDonald,HONG KONG,,,,,,,,,
2023,HANSHIN JUVENILE FILLIES,HANSHIN,1600,Ascoli Piceno,Yoichi Kuroiwa,Hiroshi Kitamura,JAPAN,,,,,,,,,
2023,CAPE GUINEAS,KENILWORTH,1600,Snow Pilot,Justin Snaith,Juan Paul Van Der Merwe,SOUTH AFRICA,,,,,,,,,
2023,ASAHI HAI FUTURITY,HANSHIN,1600,Jantar Mantar,Tomokazu Takano,Yuga Kawada,JAPAN,,,,,,,,,
2023,ARIMA KINEN,NAKAYAMA,2500,Do Deuce,Yasuo Tomomichi,Yutaka Take,JAPAN,,,,,,,,,
2023,ZABEEL CLASSIC,PUKEKOHE,2050,Campionessa,Mark Walker & Sam Bergerson,Opie Bosson,NEW ZEALAND,,,,,,,,,
2023,AMERICAN OAKS,SANTA ANITA,2000,Anisette,Leonard Powell,Umberto Rispoli,USA,,,,,,,,,
2023,MALIBU STAKES,SANTA ANITA,1400,Speed Boat Beach,Bob Baffert,Flavien Prat,USA,,,,,,,,,
2023,LA BREA STAKES,SANTA ANITA,1400,Daddysruby,Peter Miller,Juan Hernandez,USA,,,,,,,,,
2023,HOPEFUL STAKES,NAKAYAMA,2000,Regaleira,Tetsuya Kimura,Christophe Lemaire,JAPAN,,,,,,,,,
2023,GRAN PREMIO LATINOAMERICANO,SAN ISIDRO,2000,Doutor Sureno,Neto Victorio Fornasaro,Jose Severo,ARGENTINA,,,,,,,,,
2023,IRISH DERBY,CURRAGH,2400,Auguste Rodin,Aidan O'Brien,Ryan Moore,IRELAND,,,,,,,,,
2023,GRAN PREMIO JOCKEY CLUB,SAN ISIDRO,2000,Happy Happy Day,Carlos Etchechoury,Brian Enrique,ARGENTINA,,,,,,,,,
2023,GRAN PREMIO SAN ISIDRO,SAN ISIDRO,1600,Nanda Dea,Enrique Martin Ferro,Martin Valle,ARGENTINA,,,,,,,,,
2023,GRAN PREMIO SUIPACHA,SAN ISIDRO,1000,Labrado,Angel Bonetto,Wilson Moreya,ARGENTINA,,,,,,,,,
2023,GRANDE PREMIO DERBY PAULISTA,CIDADE JARDIM,2400,Cold Heart,Marcio Gusso,Jose Severo,BRAZIL,,,,,,,,,
2023,GRANDE PREMIO SAO PAOLO,CIDADE JARDIM,2400,Doutor Sureno,Victorio Fornasaro,Marcos Ribeiro,BRAZIL,,,,,,,,,
2024,RAILWAY STAKES,PUKEKOHE,1200,Waitak,Lance O'Sulliavn & Andrew Scott,Warren Kennedy,NEW ZEALAND,,,,,,,,,
2024,PADDOCK STAKES,KENILWORTH,1800,Beach Bomb,Candice Bass-Robinson,Juan Paul Van Der Merwe,SOUTH AFRICA,,,,,,,,,
2024,KING'S PLATE,KENILWORTH,1600,Charles Dickens,Candice Bass-Robinson,Aldo Domeyer,SOUTH AFRICA,,,,,,,,,
2024,LEVIN CLASSIC,TRENTHAM,1600,Quintessa,Mark Walker & Sam Bergerson,Opie Bosson,NEW ZEALAND,,,,,,,,,
2024,TELEGRAPH HANDICAP,TRENTHAM,1200,Mercurial,Stephen Marsh,Sam Spratt,NEW ZEALAND,,,,,,,,,
2024,THORNDON MILE,TRENTHAM,1600,Puntura,Robbie Patterson,Craig Grylls,NEW ZEALAND,,,,,,,,,
2024,STEWARDS CUP,SHA TIN,1600,Voyage Bubble,Ricky Yiu,James McDonald,HONG KONG,,,,,,,,,
2024,AL MAKTOUM CHALLENGE,MEYDAN,1900,Kabirkhan,Doug Watson,Pat Dobbs,UAE,,,,,,,,,
2024,JEBEL HATTA,MEYDAN,1800,Measured Time,Charlie Appleby,William Buick,UAE,,,,,,,,,
2024,CAPE FLYING CHAMPIONSHIP,KENILWORTH,1000,Dyce,Lucky Houdalakis,Craig Zackey,SOUTH AFRICA,,,,,,,,,
2024,MAJORCA STAKES,KENILWORTH,1600,Princess Calia,Sean Tarry,Richard Fourie,SOUTH AFRICA,,,,,,,,,
2024,CAPE TOWN MET,KENILWORTH,2000,Double Superlative,Justin Snaith,Daniel Muscutt,SOUTH AFRICA,,,,,,,,,
2024,PEGASUS WORLD CUP TURF,GULFSTREAM PARK,1800,Warm Heart,Aidan O'Brien,Ryan Moore,USA,,,,,,,,,
2024,PEGASUS WORLD CUP,GULFSTREAM PARK,1800,National Treasure,Bob Baffert,Flavien Prat,USA,,,,,,,,,
2024,CENTENARY SPRINT CUP,SHA TIN,1200,Victor The Winner,Danny Shum,Derek Leung,HONG KONG,,,,,,,,,
2024,GRANDE PREMIO HENRIQUE POSSOLO,GAVEA,1600,Orla De Ipanema,Liuz Costa,Valdinei Gil,BRAZIL,,,,,,,,,
2024,GRANDE PREMIO ESTADO DO RIO DE JANEIRO,GAVEA,1600,Monanfan,Roberto Morgado Neto,Joao Moreira,BRAZIL,,,,,,,,,
2024,HERBIE DYKES STAKES,TE RAPA,2000,Legarto,Ken & Bev Kelso,Ryan Elliot,NEW ZEALAND,,,,,,,,,
2024,BCD GROUP SPRINT,TE RAPA,1400,Bonny Lass,Graham Richardson & Rogan Norvall,Craig Grylls,NEW ZEALAND,,,,,,,,,
2024,C.F. ORR STAKES,CAULFIELD,1400,Mr Brightside,"Ben, Will & JD Hayes",Craig Williams,AUSTRALIA,,,,,,,,,
2024,LIGHTNING STAKES,FLEMINGTON,1000,Imperatriz,Mark Walker,Opie Bosson,AUSTRALIA,,,,,,,,,
2024,FEBRUARY STAKES,TOKYO,1600,Peptide Nile,Hidenori Take,Yusuke Fujioka,JAPAN,,,,,,,,,
2024,OTAKI MAORI WFA CLASSIC,OTAKI,1600,La Crique,Simon & Katrina Alexander,Matthew Cameron,NEW ZEALAND,,,,,,,,,
2024,FUTURITY STAKES,CAULFIELD,1400,Mr Brightside,"Ben, Will & JD Hayes",Craig Williams,AUSTRALIA,,,,,,,,,
2024,BLUE DIAMOND STAKES,CAULFIELD,1200,Hayasugi,Clinton McDonald,Jamie Melham,AUSTRALIA,,,,,,,,,
2024,OAKLEIGH PLATE,CAULFIELD,1100,Queman,Shane & Cassie Oxlade,Harry Coffey,AUSTRALIA,,,,,,,,,
2024,SAUDI CUP,RIYADH,1800,Senor Buscador,Todd Pletcher,Junior Alvarado,SAUDI ARABIA,,,,,,,,,
2024,CAPE DERBY,KENILWORTH,2000,Green With Envy,Dean Kannemayer,Craig Zackey,SOUTH AFRICA,,,,,,,,,
2024,HONG KONG GOLD CUP,SHA TIN,2000,Romantic Warrior,Danny Shum,James McDonald,HONG KONG,,,,,,,,,
2024,NZ DERBY,ELLERSLIE,2400,Orchestral,Roger James & Robert Wellwood,Craig Grylls,NEW ZEALAND,,,,,,,,,
2024,VERRY ELLEEGANT STAKES,RANDWICK,1600,Think It Over,Kerry Parker,Nash Rawiller,AUSTRALIA,,,,,,,,,
2024,SURROUND STAKES,RANDWICK,1400,Tropical Squall,Gai Waterhouse & Adrian Bott,Adam Hyeronimus,AUSTRALIA,,,,,,,,,
2024,AUSTRALIAN GUINEAS,FLEMINGTON,1600,Southport Tycoon,Ciaron Maher,Jamie Melham,AUSTRALIA,,,,,,,,,
2024,SA FILLIES CLASSIC,TURFFONTEIN,1800,Gimme A Nother,Mike de Kock,Juan Paul Van Der Merwe,SOUTH AFRICA,,,,,,,,,
2024,SA CLASSIC,TURFFONTEIN,1800,Purple Pitcher,Robyn Klaasen,Kabelo Matsunyane,SOUTH AFRICA,,,,,,,,,
2024,HORSE CHESTNUT STAKES,TURFFONTEIN,1600,Main Defender,Tony Peter,Calvin Habib,SOUTH AFRICA,,,,,,,,,
2024,GRANDE PREMIO FRANCISCO EDUARDO,GAVEA,2000,Martin Luther King,Christiano Oliveira,Ivaldo Santana,BRAZIL,,,,,,,,,
2024,FRANK E KILROE MILE,SANTA ANITA,1600,Du Jour,Bob Baffert,Flavien Prat,USA,,,,,,,,,
2024,SANTA ANITA HANDICAP,SANTA ANITA,2000,Newgate,Bob Baffert,Frankie Dettori,USA,,,,,,,,,
2024,GRANDE PREMIO DIANA,GAVEA,2000,Resultante,Luiz Costa,Francisco Chaves,BRAZIL,,,,,,,,,
2024,NEWMARKET HANDICAP,FLEMINGTON,1200,Cylinder,James Cummings,Jamie Melham,AUSTRALIA,,,,,,,,,
2024,SISTEMA STAKES,ELLERSLIE,1200,Velocious,Stephen Marsh,Sam Spratt,NEW ZEALAND,,,,,,,,,
2024,BONECRUSHER STAKES,ELLERSLIE,2000,El Vencedor,Stephen Marsh,Joe Doyle,NEW ZEALAND,,,,,,,,,
2024,CANTERBURY STAKES,RANDWICK,1300,Lady Laguna,Annabel Archibald,Tyler Schiller,AUSTRALIA,,,,,,,,,
2024,RANDWICK GUINEAS,RANDWICK,1600,Celestial Legend,Les Bridge,Kerrin McEvoy,AUSTRALIA,,,,,,,,,
2024,BEHOLDER MILE,SANTA ANITA,1600,Sweet Azteca,Michael McCarthy,Flavien Prat,USA,,,,,,,,,
2024,QUEEN'S SILVER JUBILEE CUP,SHA TIN,1400,California Spangle,Tony Cruz,Brenton Avdulla,HONG KONG,,,,,,,,,
2024,NZ OAKS,TRENTHAM,2400,Pulchritudinous,Chad Ormsby,Warren Kennedy,NEW ZEALAND,,,,,,,,,
2024,COOLMORE CLASSIC,ROSEHILL,1500,Zougotcha,Chris Waller,James McDonald,AUSTRALIA,,,,,,,,,
2024,RANVET STAKES,ROSEHILL,2000,Via Sistina,Chris Waller,James McDonald,AUSTRALIA,,,,,,,,,
2024,ROSEHILL GUINEAS,ROSEHILL,2000,Riff Rocket,Chris Waller,Nash Rawiller,AUSTRALIA,,,,,,,,,
2024,GEORGE RYDER STAKES,ROSEHILL,1500,Veight,Tony & Calvin McEvoy,Damian Lane,AUSTRALIA,,,,,,,,,
2024,GOLDEN SLIPPER,ROSEHILL,1200,Lady Of Camelot,Gai Waterhouse & Adrian Bott,Blake Shinn,AUSTRALIA,,,,,,,,,
2024,THE GALAXY,ROSEHILL,1100,Zapateo,James Cummings,Kerrin McEvoy,AUSTRALIA,,,,,,,,,
2024,TAKAMATSUNOMYA KINEN,CHUKYO,1200,Mad Cool,Manabu Ikezoe,Ryusei Sakai,JAPAN,,,,,,,,,
2024,WILLIAM REID STAKES,MOONEE VALLEY,1200,Imperatriz,Mark Walker,Opie Bosson,AUSTRALIA,,,,,,,,,
2024,THOROUGHBRED BREEDERS' STAKES,ELLERSLIE,1600,Belclare,Lisa Latta,Sam Spratt,NEW ZEALAND,,,,,,,,,
2024,VINERY STUD STAKES,ROSEHILL,2000,Orchestral,Roger James & Robert Wellwood,James McDonald,AUSTRALIA,,,,,,,,,
2024,AUSTRALIAN CUP,FLEMINGTON,2000,Cascadian,James Cummings,Ben Melham,AUSTRALIA,,,,,,,,,
2024,TANCRED STAKES,ROSEHILL,2400,Kalapour,Kris Lees,Dylan Gibbons,AUSTRALIA,,,,,,,,,
2024,AL QUOZ SPRINT,MEYDAN,1200,California Spangle,Tony Cruz,Brenton Avdulla,UAE,,,,,,,,,
2024,DUBAI GOLDEN SHAHEEN,MEYDAN,1200,Tuz,Bhupat Seemar,Tadhg O'Shea,UAE,,,,,,,,,
2024,DUBAI TURF,MEYDAN,1800,Facteur Cheval,Jerome Reynier,Maxime Guyon,UAE,,,,,,,,,
